Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2013.03,Captive financial institutions,281,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,0
2013.03,Captive financial institutions,281,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,43
2013.03,Captive financial institutions,281,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,21840
2013.03,Captive financial institutions,281,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,1562
2013.03,Captive financial institutions,281,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,4076
2013.03,Captive financial institutions,281,Closing balance net worth,LE00000,B900000,-6649
2013.03,Captive financial institutions,281,Closing balance total liabilities and net worth,LE00000,L000000,273050
2013.03,Central government institutions excluding funded social insurance schemes,311,Closing balance total assets,LE00000,A000000,209274
2013.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,117139
2013.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,1418
2013.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance currency and deposits,LE00000,AFA0200,24403
2013.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance debt securities,LE00000,AFA0300,15061
2013.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance loans,LE00000,AFA0400,16478
2013.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,43981
2013.03,Central government institutions excluding funded social insurance schemes,311,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,..
2013.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,3088
2013.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,12710
2013.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,122870
2013.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,1530
2013.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2013.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance debt securities,LE00000,AFL0300,82278
2013.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance loans,LE00000,AFL0400,10524
2013.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2013.03,Central government institutions excluding funded social insurance schemes,311,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,12219
2013.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,1074
2013.03,Central government institutions excluding funded social insurance schemes,311,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,15245
2013.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,70090
2013.03,Central government institutions excluding funded social insurance schemes,311,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,22045
2013.03,Central government institutions excluding funded social insurance schemes,311,Closing balance net worth,LE00000,B900000,86404
2013.03,Central government institutions excluding funded social insurance schemes,311,Closing balance total liabilities and net worth,LE00000,L000000,209274
2013.03,Central government institutions funded social insurance schemes,312,Closing balance total assets,LE00000,A000000,33446
2013.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,33342
2013.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2013.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1628
2013.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance debt securities,LE00000,AFA0300,17270
2013.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance loans,LE00000,AFA0400,0
2013.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,9290
2013.03,Central government institutions funded social insurance schemes,312,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,3149
2013.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,300
2013.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1705
2013.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,10072
2013.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2013.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2013.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance debt securities,LE00000,AFL0300,0
2013.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance loans,LE00000,AFL0400,0
2013.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,0
2013.03,Central government institutions funded social insurance schemes,312,"Financial liabilities Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFL0600,7588
2013.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance financial derivatives and employee stock options,LE00000,AFL0700,28
2013.03,Central government institutions funded social insurance schemes,312,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,2456
2013.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance produced non-financial assets,LE00000,AN10000,0
2013.03,Central government institutions funded social insurance schemes,312,Financial assets Closing balance non-produced non-financial assets,LE00000,AN20000,104
2013.03,Central government institutions funded social insurance schemes,312,Closing balance net worth,LE00000,B900000,23374
2013.03,Central government institutions funded social insurance schemes,312,Closing balance total liabilities and net worth,LE00000,L000000,33446
2013.03,Local government institutions,321,Closing balance total assets,LE00000,A000000,86410
2013.03,Local government institutions,321,Financial assets Closing balance total financial and non-financial assets,LE00000,AFA0000,14804
2013.03,Local government institutions,321,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2013.03,Local government institutions,321,Financial assets Closing balance currency and deposits,LE00000,AFA0200,1145
2013.03,Local government institutions,321,Financial assets Closing balance debt securities,LE00000,AFA0300,1037
2013.03,Local government institutions,321,Financial assets Closing balance loans,LE00000,AFA0400,1215
2013.03,Local government institutions,321,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,9723
2013.03,Local government institutions,321,"Financial assets Closing balance insurance, pension and standardised guarantee schemes",LE00000,AFA0600,0
2013.03,Local government institutions,321,Financial assets Closing balance financial derivatives and employee stock options,LE00000,AFA0700,207
2013.03,Local government institutions,321,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,1477
2013.03,Local government institutions,321,Financial liabilities Closing balance total financial liabilities,LE00000,AFL0000,12673
2013.03,Local government institutions,321,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2013.03,Local government institutions,321,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
